"Year","Site","Patch","Adaptive.Mgmt","Herb.Trt","Butterfly.Common.Name","Number"
18,"LTR","LTR-W","GB-IC","Con","monarch",1
18,"LTR","LTR-W","GB-IC","Con","orange sulphur",9
18,"LTR","LTR-W","GB-IC","Con","pearl crescent",8
18,"LTR","LTR-W","GB-IC","Con","peck's skipper",1
18,"LTR","LTR-W","GB-IC","Con","regal fritillary",3
18,"LTR","LTR-W","GB-IC","Con","silver-spotted skipper",3
18,"LTR","LTR-W","GB-IC","Con","silvery checkerspot",3
18,"LTR","LTR-W","GB-IC","Con","tawny-edged skipper",4
18,"PYW","PYW-C","GB-IC","Spr","cabbage white",1
18,"PYW","PYW-C","GB-IC","Spr","clouded sulphur",11
18,"PYW","PYW-C","GB-IC","Spr","eastern tailed blue",4
18,"PYW","PYW-C","GB-IC","Spr","great spangled fritillary",1
18,"PYW","PYW-C","GB-IC","Spr","little yellow",2
18,"PYW","PYW-C","GB-IC","Spr","meadow fritillary",3
18,"PYW","PYW-C","GB-IC","Spr","monarch",4
18,"PYW","PYW-C","GB-IC","Spr","orange sulphur",8
18,"PYW","PYW-C","GB-IC","Spr","pearl crescent",5
18,"PYW","PYW-C","GB-IC","Spr","regal fritillary",3
18,"PYW","PYW-C","GB-IC","Spr","silver-spotted skipper",3
18,"PYW","PYW-C","GB-IC","Spr","silvery checkerspot",1
18,"PYW","PYW-C","GB-IC","Spr","tawny-edged skipper",1
18,"PYW","PYW-N","GB-IC","SnS","black swallowtail",2
18,"PYW","PYW-N","GB-IC","SnS","cabbage white",4
18,"PYW","PYW-N","GB-IC","SnS","clouded sulphur",7
18,"PYW","PYW-N","GB-IC","SnS","common wood nymph",5
18,"PYW","PYW-N","GB-IC","SnS","eastern tailed blue",6
18,"PYW","PYW-N","GB-IC","SnS","giant swallowtail",1
18,"PYW","PYW-N","GB-IC","SnS","great spangled fritillary",7
18,"PYW","PYW-N","GB-IC","SnS","little yellow",4
18,"PYW","PYW-N","GB-IC","SnS","meadow fritillary",22
18,"PYW","PYW-N","GB-IC","SnS","monarch",8
18,"PYW","PYW-N","GB-IC","SnS","orange sulphur",16
18,"PYW","PYW-N","GB-IC","SnS","pearl crescent",7
18,"PYW","PYW-N","GB-IC","SnS","regal fritillary",3
18,"PYW","PYW-N","GB-IC","SnS","silvery checkerspot",1
18,"PYW","PYW-N","GB-IC","SnS","variegated fritillary",2
18,"PYW","PYW-S","GB-IC","Con","black swallowtail",1
18,"PYW","PYW-S","GB-IC","Con","cabbage white",6
18,"PYW","PYW-S","GB-IC","Con","clouded sulphur",8
18,"PYW","PYW-S","GB-IC","Con","eastern tailed blue",16
18,"PYW","PYW-S","GB-IC","Con","eastern tiger swallowtail",1
18,"PYW","PYW-S","GB-IC","Con","great spangled fritillary",5
18,"PYW","PYW-S","GB-IC","Con","little yellow",1
18,"PYW","PYW-S","GB-IC","Con","meadow fritillary",1
18,"PYW","PYW-S","GB-IC","Con","monarch",1
18,"PYW","PYW-S","GB-IC","Con","orange sulphur",5
18,"PYW","PYW-S","GB-IC","Con","pearl crescent",1
18,"PYW","PYW-S","GB-IC","Con","southern cloudywing",1
